epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.9027,1.37402,2.24549,1.64029,0.01253,0.74658,0.35865,0.21025,1.49066,2.74533,1.65799,0.00038,0.00038,0.00038
